content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Good in service,2017-07-06 15:50:05,3.6.0,59.199999999999996,0.0,40.8,44.04,Positive
Very good app,2017-07-06 15:35:56,3.6.0,61.5,0.0,38.5,49.27,Positive
good,2017-07-06 15:18:10,,100.0,0.0,0.0,44.04,Positive
Good application,2017-07-06 00:54:46,3.5.1,74.4,0.0,25.6,44.04,Positive
Superb,2017-07-05 09:20:06,,100.0,0.0,0.0,62.49,Positive
Nice,2017-07-05 08:50:40,3.6.0,100.0,0.0,0.0,42.15,Positive
Stc is the best,2017-07-05 07:46:54,3.6.0,58.3,0.0,41.699999999999996,63.690000000000005,Positive
this very beautiful,2017-07-05 04:57:24,3.6.0,67.7,0.0,32.300000000000004,63.61,Positive
Excellent,2017-07-02 22:24:43,3.5.1,100.0,0.0,0.0,57.19,Positive
good,2017-07-02 11:14:51,,100.0,0.0,0.0,44.04,Positive
So nice Stc app,2017-07-02 10:00:49,,50.8,0.0,49.2,47.54,Positive
I save money for the good offer,2017-07-02 02:03:43,3.6.0,60.4,0.0,39.6,72.69,Positive
Ok,2017-07-01 13:05:46,,100.0,0.0,0.0,29.599999999999998,Positive
Excellenr,2017-07-01 07:16:14,3.6.0,0.0,0.0,100.0,0.0,Neutral
Good features,2017-06-30 20:35:18,2.12.0,74.4,0.0,25.6,44.04,Positive
It hi helpfull,2017-06-30 14:22:33,,0.0,0.0,100.0,0.0,Neutral
Nice aap,2017-06-30 00:49:34,,73.7,0.0,26.3,42.15,Positive
Not open,2017-06-29 18:01:41,3.6.0,0.0,0.0,100.0,0.0,Neutral
nice,2017-06-29 13:54:58,3.5.1,100.0,0.0,0.0,42.15,Positive
Great,2017-06-29 09:44:23,3.5.1,100.0,0.0,0.0,62.49,Positive
It help,2017-06-29 07:26:25,3.5.1,73.0,0.0,27.0,40.19,Positive
Thanks for the first time I was wondering to use stc Internet,2017-06-29 02:21:57,3.5.1,22.5,0.0,77.5,44.04,Positive
Very nice,2017-06-28 14:13:55,3.5.1,75.6,0.0,24.4,47.54,Positive
Awesome,2017-06-28 09:02:39,3.6.0,100.0,0.0,0.0,62.49,Positive
Helpful,2017-06-28 07:49:08,3.6.0,100.0,0.0,0.0,42.15,Positive
Very nice,2017-06-28 04:33:21,,75.6,0.0,24.4,47.54,Positive
Useful and easy to use,2017-06-28 03:26:19,3.6.0,65.9,0.0,34.1,70.03,Positive
Easy to use,2017-06-27 19:24:10,3.5.1,59.199999999999996,0.0,40.8,44.04,Positive
Nice,2017-06-27 18:58:22,,100.0,0.0,0.0,42.15,Positive
great job stc,2017-06-27 05:48:52,3.6.0,67.2,0.0,32.800000000000004,62.49,Positive
I feel good thank you STC,2017-06-27 02:15:35,3.6.0,64.3,0.0,35.699999999999996,65.97,Positive
Helpful,2017-06-26 19:30:49,3.5.1,100.0,0.0,0.0,42.15,Positive
Useful App,2017-06-25 18:32:41,3.5.1,74.4,0.0,25.6,44.04,Positive
Very good,2017-06-25 11:04:38,3.6.0,76.2,0.0,23.799999999999997,49.27,Positive
very useful,2017-06-25 06:58:18,,76.2,0.0,23.799999999999997,49.27,Positive
Gooood,2017-06-24 13:11:57,,0.0,0.0,100.0,0.0,Neutral
B f l,2017-06-24 09:05:33,3.6.0,0.0,0.0,0.0,0.0,Neutral
OK,2017-06-24 07:29:38,,100.0,0.0,0.0,29.599999999999998,Positive
Why no have opps to send money international plz cheak and fix,2017-06-24 05:16:02,3.6.0,9.6,16.3,74.1,-22.63,Negative
Very good,2017-06-23 14:01:14,,76.2,0.0,23.799999999999997,49.27,Positive
Good,2017-06-23 13:14:24,3.5.1,100.0,0.0,0.0,44.04,Positive
Good,2017-06-23 12:29:13,,100.0,0.0,0.0,44.04,Positive
Good,2017-06-23 11:51:25,,100.0,0.0,0.0,44.04,Positive
Great app,2017-06-23 10:14:28,3.6.0,80.4,0.0,19.6,62.49,Positive
Nice to the point,2017-06-23 10:01:57,3.5.1,48.3,0.0,51.7,42.15,Positive
Nice,2017-06-23 08:36:46,3.5.1,100.0,0.0,0.0,42.15,Positive
Good,2017-06-23 07:12:52,3.5.1,100.0,0.0,0.0,44.04,Positive
Good,2017-06-23 03:51:59,3.5.1,100.0,0.0,0.0,44.04,Positive
A very good way to charge ur nomber without any extra credit,2017-06-23 01:03:11,3.5.1,22.2,15.2,62.6,25.21,Positive
Awesome app,2017-06-22 21:06:46,1.4,80.4,0.0,19.6,62.49,Positive
You Can Do Anything on this application and the response is imidiate,2017-06-22 17:01:09,3.5.1,0.0,0.0,100.0,0.0,Neutral
Very useful app,2017-06-22 10:25:35,3.5.1,61.5,0.0,38.5,49.27,Positive
Good app,2017-06-22 10:17:42,3.5.1,74.4,0.0,25.6,44.04,Positive
Very helpful and easy to use,2017-06-22 06:18:36,3.5.1,61.0,0.0,39.0,73.97,Positive
Good,2017-06-22 03:12:22,3.5.1,100.0,0.0,0.0,44.04,Positive
Very good application,2017-06-21 21:35:38,3.5.1,61.5,0.0,38.5,49.27,Positive
The best,2017-06-21 19:55:58,,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Very good service,2017-06-21 13:03:15,,61.5,0.0,38.5,49.27,Positive
Good,2017-06-21 07:36:26,3.5.1,100.0,0.0,0.0,44.04,Positive
Perfect,2017-06-21 00:26:46,3.5.1,100.0,0.0,0.0,57.19,Positive
Nice,2017-06-20 13:34:25,2.12.0,100.0,0.0,0.0,42.15,Positive
Very good application,2017-06-20 12:23:56,3.5.1,61.5,0.0,38.5,49.27,Positive
Awesome,2017-06-20 06:25:42,3.5.1,100.0,0.0,0.0,62.49,Positive
Very good,2017-06-20 04:28:42,,76.2,0.0,23.799999999999997,49.27,Positive
Nice and thank you,2017-06-19 20:17:26,3.5.1,72.6,0.0,27.400000000000002,64.86,Positive
Helpful,2017-06-19 17:54:34,3.5.1,100.0,0.0,0.0,42.15,Positive
Very good,2017-06-19 16:35:46,3.5.1,76.2,0.0,23.799999999999997,49.27,Positive
Very useful,2017-06-19 13:53:48,3.4.0,76.2,0.0,23.799999999999997,49.27,Positive
So good,2017-06-19 07:28:50,3.5.1,76.2,0.0,23.799999999999997,49.27,Positive
very usfull app,2017-06-19 06:37:35,,0.0,0.0,100.0,0.0,Neutral
Excellent,2017-06-19 06:10:33,2.12.0,100.0,0.0,0.0,57.19,Positive
hate stc service very very high price,2017-06-19 06:00:07,,0.0,38.1,61.9,-57.19,Negative
Thank you STC,2017-06-19 04:14:54,,55.60000000000001,0.0,44.4,36.120000000000005,Positive
Pretty easy and very useful,2017-06-19 03:56:33,3.5.1,82.3,0.0,17.7,85.16,Positive
perfect app,2017-06-19 00:07:48,3.5.1,78.7,0.0,21.3,57.19,Positive
I love the free offers  Love this app so far,2017-06-18 15:44:46,3.5.1,66.10000000000001,0.0,33.900000000000006,91.36,Positive
Greay,2017-06-18 14:22:44,3.5.1,0.0,0.0,100.0,0.0,Neutral
Useful and easy to use,2017-06-18 12:56:26,3.5.1,65.9,0.0,34.1,70.03,Positive
Great app,2017-06-18 12:56:26,3.5.1,80.4,0.0,19.6,62.49,Positive
Lovely app,2017-06-17 23:46:25,3.5.1,79.2,0.0,20.8,58.589999999999996,Positive
so great,2017-06-17 20:21:17,3.4.1,81.5,0.0,18.5,65.9,Positive
Very useful  You can manage your numbers and services without calling or going to the service center,2017-06-17 16:02:16,3.5.1,16.6,0.0,83.39999999999999,49.27,Positive
Good work,2017-06-17 15:36:00,3.5.1,74.4,0.0,25.6,44.04,Positive
Good woek,2017-06-17 14:25:22,3.5.1,74.4,0.0,25.6,44.04,Positive
Anwar Hussain,2017-06-17 11:42:07,,0.0,0.0,100.0,0.0,Neutral
good,2017-06-17 10:13:05,3.5.1,100.0,0.0,0.0,44.04,Positive
Why did not enter my iqama number to your create login up useless,2017-06-17 07:02:34,2.12.0,21.0,17.299999999999997,61.7,-10.27,Negative
Widgets not working,2017-06-17 06:02:41,3.5.1,0.0,0.0,100.0,0.0,Neutral
Great app,2017-06-17 05:16:58,3.5.1,80.4,0.0,19.6,62.49,Positive
nice apps,2017-06-17 03:12:15,3.5.1,73.7,0.0,26.3,42.15,Positive
Very useful app,2017-06-17 01:18:22,3.5.1,61.5,0.0,38.5,49.27,Positive
V nice app,2017-06-16 15:24:36,,73.7,0.0,26.3,42.15,Positive
Easy to use n updated in all promos,2017-06-16 12:11:12,3.5.1,32.6,0.0,67.4,44.04,Positive
I love it,2017-06-16 11:35:13,3.5.1,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Nice,2017-06-16 09:58:44,,100.0,0.0,0.0,42.15,Positive
Good,2017-06-16 09:52:00,3.5.0,100.0,0.0,0.0,44.04,Positive
Easy and saving time,2017-06-16 07:06:45,3.5.1,49.2,0.0,50.8,44.04,Positive
Its not working,2017-06-16 03:53:00,,0.0,0.0,100.0,0.0,Neutral
Awesome,2017-06-15 19:53:35,,100.0,0.0,0.0,62.49,Positive
Good,2017-06-15 18:18:26,3.5.1,100.0,0.0,0.0,44.04,Positive
Superb,2017-06-15 14:06:18,3.5.1,100.0,0.0,0.0,62.49,Positive
Amazing,2017-06-15 08:24:48,3.5.1,100.0,0.0,0.0,58.589999999999996,Positive
useful sim,2017-06-15 08:04:12,3.5.1,74.4,0.0,25.6,44.04,Positive
Useful,2017-06-15 08:03:30,3.5.1,100.0,0.0,0.0,44.04,Positive
Fast processing,2017-06-15 07:39:55,3.5.1,0.0,0.0,100.0,0.0,Neutral
Good and easy,2017-06-15 06:18:17,3.5.1,85.3,0.0,14.7,70.03,Positive
Very nice,2017-06-15 06:05:13,3.5.1,75.6,0.0,24.4,47.54,Positive
Easy to use,2017-06-15 03:46:06,3.5.1,59.199999999999996,0.0,40.8,44.04,Positive
This is very useful,2017-06-15 00:16:39,,51.6,0.0,48.4,49.27,Positive
Verry nice,2017-06-14 21:20:23,,73.7,0.0,26.3,42.15,Positive
Useful app,2017-06-14 18:36:48,3.5.1,74.4,0.0,25.6,44.04,Positive
Worst customer service ever,2017-06-14 14:15:11,,0.0,57.699999999999996,42.3,-62.49,Negative
Best application best Company,2017-06-14 14:12:57,3.5.1,80.80000000000001,0.0,19.2,85.55,Positive
Perfect app,2017-06-14 09:38:39,3.5.1,78.7,0.0,21.3,57.19,Positive
Re,2017-06-14 09:15:16,,0.0,0.0,100.0,0.0,Neutral
Accha h,2017-06-13 17:21:55,3.4.1,0.0,0.0,100.0,0.0,Neutral
Useful and much powerful than before,2017-06-13 10:12:46,3.5.1,58.8,0.0,41.199999999999996,69.08,Positive
Good app,2017-06-13 00:28:35,3.5.1,74.4,0.0,25.6,44.04,Positive
Great,2017-06-11 19:25:46,3.5.1,100.0,0.0,0.0,62.49,Positive
Mashallah very useful app,2017-06-11 13:35:36,3.5.1,51.6,0.0,48.4,49.27,Positive
Its Good,2017-06-11 08:18:20,3.5.0,74.4,0.0,25.6,44.04,Positive
Amazing app,2017-06-10 23:44:01,3.5.1,79.2,0.0,20.8,58.589999999999996,Positive
its pure TRASH,2017-06-10 23:28:24,,0.0,0.0,100.0,0.0,Neutral
very good this app thanks stc,2017-06-10 19:47:43,,60.4,0.0,39.6,72.64,Positive
Nice app,2017-06-10 19:21:09,3.5.1,73.7,0.0,26.3,42.15,Positive
Good,2017-06-10 18:11:48,3.5.1,100.0,0.0,0.0,44.04,Positive
the best,2017-06-10 17:23:17,3.5.1,80.80000000000001,0.0,19.2,63.690000000000005,Positive
I like it,2017-06-10 14:20:58,3.5.1,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
Very nice and easy to access all special offers from stc,2017-06-10 13:09:15,,52.800000000000004,0.0,47.199999999999996,83.84,Positive
How to log in always ask try again,2017-06-10 12:29:07,3.5.1,0.0,0.0,100.0,0.0,Neutral
Really good,2017-06-10 12:23:01,3.3.1,76.2,0.0,23.799999999999997,49.27,Positive
Wow hlp full app,2017-06-10 12:10:36,3.5.1,55.900000000000006,0.0,44.1,58.589999999999996,Positive
I  loved stc,2017-06-10 10:29:03,3.5.1,79.60000000000001,0.0,20.4,59.940000000000005,Positive
Its so easy to use your apps i love it,2017-06-10 08:50:41,3.5.1,51.4,0.0,48.6,81.22,Positive
Good application,2017-06-10 06:11:10,3.5.1,74.4,0.0,25.6,44.04,Positive
A much better app now,2017-06-10 04:38:04,3.5.1,49.2,0.0,50.8,44.04,Positive
Great,2017-06-09 13:52:06,3.5.1,100.0,0.0,0.0,62.49,Positive
keep moving forward,2017-06-09 05:27:27,3.5.1,0.0,0.0,100.0,0.0,Neutral
Good,2017-06-08 15:29:38,3.5.1,100.0,0.0,0.0,44.04,Positive
Miya miya,2017-06-08 08:22:23,3.5.1,0.0,0.0,100.0,0.0,Neutral
Lovely,2017-06-08 02:49:28,,100.0,0.0,0.0,58.589999999999996,Positive
Awesomeee very usefull,2017-06-07 23:31:16,3.5.1,0.0,0.0,100.0,0.0,Neutral
I like this app,2017-06-07 08:46:45,3.5.1,55.60000000000001,0.0,44.4,36.120000000000005,Positive
Great app,2017-06-06 21:49:24,3.5.1,80.4,0.0,19.6,62.49,Positive
Good,2017-06-06 20:36:46,3.5.1,100.0,0.0,0.0,44.04,Positive
A good program,2017-06-06 18:09:31,3.5.0,74.4,0.0,25.6,44.04,Positive
excellent,2017-06-06 12:34:15,3.4.0,100.0,0.0,0.0,57.19,Positive
Good,2017-06-06 06:45:28,3.5.1,100.0,0.0,0.0,44.04,Positive
Very much useful,2017-06-06 03:56:14,3.5.1,61.4,0.0,38.6,49.02,Positive
Good job stc,2017-06-05 21:20:44,3.5.1,59.199999999999996,0.0,40.8,44.04,Positive
Very helpful,2017-06-05 19:58:43,3.5.0,75.6,0.0,24.4,47.54,Positive
Wonderfull,2017-06-05 14:22:47,3.5.1,0.0,0.0,100.0,0.0,Neutral
Perfect,2017-06-05 10:43:07,3.5.1,100.0,0.0,0.0,57.19,Positive
Help full for all peple s,2017-06-05 08:01:51,,40.300000000000004,0.0,59.699999999999996,40.19,Positive
Very useful and easy,2017-06-05 07:22:34,3.5.1,76.1,0.0,23.9,74.74,Positive
Nice useful app,2017-06-05 04:54:16,3.5.1,85.1,0.0,14.899999999999999,69.08,Positive
Good service,2017-06-04 12:55:13,,74.4,0.0,25.6,44.04,Positive
Very useful app,2017-06-04 12:27:28,,61.5,0.0,38.5,49.27,Positive
nyc and easy,2017-06-04 11:17:15,3.5.1,59.199999999999996,0.0,40.8,44.04,Positive
Nice,2017-06-04 11:11:02,,100.0,0.0,0.0,42.15,Positive
Excellent,2017-06-04 02:12:18,3.5.1,100.0,0.0,0.0,57.19,Positive
Awesome internet speed n full coverage,2017-06-03 12:30:36,,50.6,0.0,49.4,62.49,Positive
Very good very useful and very easy to use,2017-06-03 10:01:47,3.5.1,62.1,0.0,37.9,87.03,Positive
very helpfull app,2017-06-03 08:41:05,3.5.1,0.0,0.0,100.0,0.0,Neutral
Very user friendly and all the numbers are in the same app,2017-06-03 08:19:10,3.5.1,24.0,0.0,76.0,53.900000000000006,Positive
Good,2017-06-03 02:56:29,3.5.1,100.0,0.0,0.0,44.04,Positive
please more affordable offers thank you,2017-06-01 16:20:17,3.5.1,55.900000000000006,0.0,44.1,62.03999999999999,Positive
Best service app I ever used,2017-06-01 09:06:09,3.5.1,51.2,0.0,48.8,63.690000000000005,Positive
Simple Easy to use Thanks STC,2017-05-31 22:42:59,3.5.1,59.199999999999996,0.0,40.8,70.03,Positive
Perfect program,2017-05-31 18:50:40,3.5.1,78.7,0.0,21.3,57.19,Positive
Best,2017-05-31 10:04:03,,100.0,0.0,0.0,63.690000000000005,Positive
Great,2017-05-31 05:01:15,3.5.0,100.0,0.0,0.0,62.49,Positive
gud,2017-05-31 04:09:06,,0.0,0.0,100.0,0.0,Neutral
Good help to us,2017-05-29 22:41:41,2.12.0,73.7,0.0,26.3,68.08,Positive
I like it,2017-05-29 14:05:20,3.5.0,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
Very nice,2017-05-29 13:26:48,3.5.0,75.6,0.0,24.4,47.54,Positive
unable to register,2017-05-29 11:10:20,,0.0,0.0,100.0,0.0,Neutral
Love it,2017-05-29 07:11:52,3.5.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Great,2017-05-29 05:33:04,3.5.0,100.0,0.0,0.0,62.49,Positive
Very good app,2017-05-29 04:33:08,3.5.0,61.5,0.0,38.5,49.27,Positive
Nice,2017-05-29 04:02:47,3.5.0,100.0,0.0,0.0,42.15,Positive
Very useful application,2017-05-28 13:42:10,3.5.0,61.5,0.0,38.5,49.27,Positive
The service is very low,2017-05-28 11:40:08,3.4.1,0.0,37.4,62.6,-33.839999999999996,Negative
Thank you STC,2017-05-28 08:39:51,,55.60000000000001,0.0,44.4,36.120000000000005,Positive
Great and useful,2017-05-27 14:44:43,3.4.1,87.5,0.0,12.5,79.06,Positive
Useful but there is no good offers for Internet,2017-05-27 13:27:02,,39.7,19.2,41.099999999999994,45.879999999999995,Positive
Always recommend,2017-05-27 09:50:36,3.5.0,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
Great app for STC,2017-05-27 09:26:26,3.5.0,57.699999999999996,0.0,42.3,62.49,Positive
So good and how can starting business app what can i do,2017-05-27 04:21:30,3.5.0,24.2,0.0,75.8,49.27,Positive
Very useful application,2017-05-26 23:50:48,3.5.0,61.5,0.0,38.5,49.27,Positive
Easy to use,2017-05-26 14:36:16,3.5.0,59.199999999999996,0.0,40.8,44.04,Positive
Be batter,2017-05-26 05:23:50,3.5.0,0.0,0.0,100.0,0.0,Neutral
Always improving,2017-05-25 22:39:28,3.5.0,73.7,0.0,26.3,42.15,Positive
Very good aap,2017-05-25 03:32:37,3.5.0,61.5,0.0,38.5,49.27,Positive
Verey easy and nice to use,2017-05-25 03:25:51,3.5.0,58.8,0.0,41.199999999999996,69.08,Positive
Wonderful application,2017-05-24 19:30:02,3.5.0,78.7,0.0,21.3,57.19,Positive
Good Offers,2017-05-24 04:43:59,3.5.0,74.4,0.0,25.6,44.04,Positive
Nice,2017-05-23 19:32:02,,100.0,0.0,0.0,42.15,Positive
Good app to use and safe,2017-05-23 15:38:05,3.5.0,59.199999999999996,0.0,40.8,70.03,Positive
Kidilam,2017-05-23 09:08:46,3.5.0,0.0,0.0,100.0,0.0,Neutral
Good,2017-05-23 04:21:22,,100.0,0.0,0.0,44.04,Positive
Greater,2017-05-23 01:26:26,3.5.0,100.0,0.0,0.0,36.120000000000005,Positive
Very easy and useful applications love it,2017-05-22 13:59:34,,72.5,0.0,27.500000000000004,88.99000000000001,Positive
it was quick and effecient,2017-05-22 03:26:21,3.5.0,0.0,0.0,100.0,0.0,Neutral
Very usefull,2017-05-21 21:45:02,3.5.0,0.0,0.0,100.0,0.0,Neutral
Useful update,2017-05-21 21:06:01,3.5.0,74.4,0.0,25.6,44.04,Positive
Nice app,2017-05-20 10:27:07,,73.7,0.0,26.3,42.15,Positive
Good,2017-05-20 04:14:35,3.4.0,100.0,0.0,0.0,44.04,Positive
Hol,2017-05-18 12:24:56,3.2.0,0.0,0.0,100.0,0.0,Neutral
Very useful,2017-05-17 23:00:02,3.4.0,76.2,0.0,23.799999999999997,49.27,Positive
Good App,2017-05-17 22:47:13,3.4.1,74.4,0.0,25.6,44.04,Positive
Excellent service,2017-05-17 22:35:10,3.4.1,78.7,0.0,21.3,57.19,Positive
Nice apps very useful wonder ful,2017-05-17 21:00:41,3.4.1,60.0,0.0,40.0,71.78,Positive
Exelent,2017-05-17 18:42:49,3.4.1,0.0,0.0,100.0,0.0,Neutral
Excellent,2017-05-17 14:42:24,3.4.1,100.0,0.0,0.0,57.19,Positive
Nice,2017-05-17 12:36:39,3.4.1,100.0,0.0,0.0,42.15,Positive
Nice and useful,2017-05-17 11:42:30,3.4.1,85.1,0.0,14.899999999999999,69.08,Positive
Upsolotlty great app,2017-05-17 11:37:06,3.4.1,67.2,0.0,32.800000000000004,62.49,Positive
Very usefull,2017-05-17 11:35:56,3.4.1,0.0,0.0,100.0,0.0,Neutral
Good,2017-05-17 11:21:32,3.4.1,100.0,0.0,0.0,44.04,Positive
Really amazing apps,2017-05-17 09:43:13,3.4.1,67.2,0.0,32.800000000000004,62.4,Positive
Ralley nice,2017-05-17 09:27:49,3.4.1,73.7,0.0,26.3,42.15,Positive
useful app,2017-05-17 09:24:59,3.4.1,74.4,0.0,25.6,44.04,Positive
Jst need some new theam,2017-05-17 09:11:01,3.4.1,0.0,0.0,100.0,0.0,Neutral
Very gooe,2017-05-17 06:35:10,3.4.1,0.0,0.0,100.0,0.0,Neutral
Best of best  second  to none,2017-05-17 06:17:54,3.4.1,67.7,0.0,32.300000000000004,85.55,Positive
Excellent,2017-05-17 05:03:23,3.4.1,100.0,0.0,0.0,57.19,Positive
Good,2017-05-17 03:45:53,3.4.1,100.0,0.0,0.0,44.04,Positive
Goooooooood,2017-05-17 03:31:18,3.4.1,0.0,0.0,100.0,0.0,Neutral
Await to receive  the latest version,2017-05-17 01:57:15,3.4.0,21.9,0.0,78.10000000000001,10.27,Positive
Keep developing the app,2017-05-17 01:41:11,3.4.1,0.0,0.0,100.0,0.0,Neutral
Mast,2017-05-17 00:38:46,3.4.1,0.0,0.0,100.0,0.0,Neutral
Usefull,2017-05-16 23:48:46,3.4.1,0.0,0.0,100.0,0.0,Neutral
Thanks for that app,2017-05-16 22:35:37,3.4.1,49.2,0.0,50.8,44.04,Positive
Very nice,2017-05-16 19:10:18,3.4.1,75.6,0.0,24.4,47.54,Positive
Good,2017-05-16 18:26:03,3.4.1,100.0,0.0,0.0,44.04,Positive
U R the best,2017-05-16 14:19:24,,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Worth it,2017-05-16 14:03:57,3.4.1,65.5,0.0,34.5,22.63,Positive
Great it really helPs controling my data,2017-05-15 15:14:59,,58.3,0.0,41.699999999999996,79.02,Positive
Useful apps,2017-05-14 11:57:29,,74.4,0.0,25.6,44.04,Positive
not responsive,2017-05-13 05:13:16,3.4.0,0.0,67.80000000000001,32.2,-27.55,Negative
Thanks for giving me this app,2017-05-13 00:36:46,,56.99999999999999,0.0,43.0,64.86,Positive
Very good experience and knowledge of this n,2017-05-11 16:45:54,3.2.0,34.699999999999996,0.0,65.3,49.27,Positive
Very good,2017-05-11 10:47:55,3.3.1,76.2,0.0,23.799999999999997,49.27,Positive
superb,2017-05-11 00:20:02,,100.0,0.0,0.0,62.49,Positive
Good,2017-05-10 22:53:38,,100.0,0.0,0.0,44.04,Positive
Good,2017-05-10 07:46:33,3.4.1,100.0,0.0,0.0,44.04,Positive
Tooooo slow,2017-05-09 19:49:07,,0.0,0.0,100.0,0.0,Neutral
Nice,2017-05-09 17:17:31,3.4.1,100.0,0.0,0.0,42.15,Positive
Excellent,2017-05-07 00:24:43,,100.0,0.0,0.0,57.19,Positive
For me this app is nt working,2017-05-06 16:11:51,2.12.0,0.0,0.0,100.0,0.0,Neutral
its useful,2017-05-05 08:48:49,,74.4,0.0,25.6,44.04,Positive
STC is the best service compare to any other network provider ever I use,2017-05-01 02:37:53,2.12.0,25.900000000000002,0.0,74.1,63.690000000000005,Positive
Gooooiooooooood The best aap itvis work,2017-04-29 04:46:33,,45.7,0.0,54.300000000000004,63.690000000000005,Positive
Lion,2017-04-28 14:18:49,,0.0,0.0,100.0,0.0,Neutral
LIKE IT BUT SOME TIME VRY POOR NETWORKING,2017-04-28 11:41:50,2.12.0,14.7,34.9,50.4,-52.669999999999995,Negative
Informative,2017-04-28 05:29:53,3.4.0,0.0,0.0,100.0,0.0,Neutral
Super use,2017-04-26 15:30:10,3.4.1,79.60000000000001,0.0,20.4,59.940000000000005,Positive
Ok,2017-04-24 15:16:43,3.4.1,100.0,0.0,0.0,29.599999999999998,Positive
If this true,2017-04-22 07:05:47,,58.3,0.0,41.699999999999996,42.15,Positive
Very nice,2017-04-21 09:21:02,1.3.2.1,75.6,0.0,24.4,47.54,Positive
Bad,2017-04-21 00:45:50,3.1.0,0.0,100.0,0.0,-54.230000000000004,Negative
Beautiful,2017-04-20 11:17:32,,100.0,0.0,0.0,59.940000000000005,Positive
Useless app,2017-04-20 06:29:41,,0.0,73.7,26.3,-42.15,Negative
nice,2017-04-20 05:54:30,,100.0,0.0,0.0,42.15,Positive
Excellent,2017-04-17 00:57:10,3.4.1,100.0,0.0,0.0,57.19,Positive
I love stc network,2017-04-17 00:18:55,3.4.1,67.7,0.0,32.300000000000004,63.690000000000005,Positive
We hope that you add option to change sim card asap,2017-04-16 15:20:55,3.4.0,22.5,0.0,77.5,44.04,Positive
Very good net work,2017-04-16 08:43:50,,51.6,0.0,48.4,49.27,Positive
Thanks STC for this amazing App,2017-04-16 01:23:45,3.4.1,64.9,0.0,35.099999999999994,81.26,Positive
Very good condition,2017-04-15 23:52:35,,61.5,0.0,38.5,49.27,Positive
Nice,2017-04-15 12:31:11,3.4.0,100.0,0.0,0.0,42.15,Positive
Nice,2017-04-15 09:52:46,,100.0,0.0,0.0,42.15,Positive
Good,2017-04-15 06:31:34,,100.0,0.0,0.0,44.04,Positive
Useful easy to use,2017-04-14 10:55:14,3.4.0,74.4,0.0,25.6,70.03,Positive
Very good,2017-04-12 10:54:19,,76.2,0.0,23.799999999999997,49.27,Positive
Stc  Awesome,2017-04-11 22:41:45,,80.4,0.0,19.6,62.49,Positive
Good,2017-04-10 09:11:52,3.4.0,100.0,0.0,0.0,44.04,Positive
Login  problem,2017-04-08 15:26:35,3.4.0,0.0,73.0,27.0,-40.19,Negative
Nice short,2017-04-08 09:12:29,,73.7,0.0,26.3,42.15,Positive
Nething,2017-04-07 09:59:35,,0.0,0.0,100.0,0.0,Neutral
What is required to work with it,2017-04-07 08:23:12,2.12.0,0.0,0.0,100.0,0.0,Neutral
woooow,2017-04-06 10:44:15,3.2.0,0.0,0.0,100.0,0.0,Neutral
Good,2017-04-06 10:01:25,,100.0,0.0,0.0,44.04,Positive
Helpful,2017-04-06 05:58:53,,100.0,0.0,0.0,42.15,Positive
Best apps,2017-04-05 23:40:04,,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Exlend,2017-04-04 09:00:12,,0.0,0.0,100.0,0.0,Neutral
Good useful app,2017-04-02 10:20:16,,85.3,0.0,14.7,70.03,Positive
Stc good,2017-04-02 01:49:36,2.12.0,74.4,0.0,25.6,44.04,Positive
Goooooooood  STC,2017-04-01 01:19:44,3.4.0,0.0,0.0,100.0,0.0,Neutral
Bad,2017-03-30 02:59:19,,0.0,100.0,0.0,-54.230000000000004,Negative
good serves,2017-03-29 06:20:34,,74.4,0.0,25.6,44.04,Positive
Nice app,2017-03-28 11:45:39,3.4.0,73.7,0.0,26.3,42.15,Positive
Stc is the best,2017-03-28 07:25:28,3.3.1,58.3,0.0,41.699999999999996,63.690000000000005,Positive
I love it,2017-03-28 00:14:31,,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Good,2017-03-27 13:09:55,3.3.1,100.0,0.0,0.0,44.04,Positive
Very nice,2017-03-26 12:55:50,3.4.0,75.6,0.0,24.4,47.54,Positive
Good,2017-03-26 12:49:40,,100.0,0.0,0.0,44.04,Positive
After update it this app is not able to login plz fix this error,2017-03-25 20:48:25,3.4.0,8.1,16.900000000000002,75.0,-34.0,Negative
very usefull and easy to use,2017-03-23 12:07:16,2.12.0,38.800000000000004,0.0,61.199999999999996,48.77,Positive
Qitaf,2017-03-23 05:02:59,,0.0,0.0,100.0,0.0,Neutral
Helpful app,2017-03-22 11:51:15,,73.7,0.0,26.3,42.15,Positive
Good again,2017-03-21 12:28:46,3.4.0,74.4,0.0,25.6,44.04,Positive
Good,2017-03-20 23:17:14,,100.0,0.0,0.0,44.04,Positive
